Stand;Kanton;Jahr;Stufe;Schultyp;Geschlecht;Nationalitaet;Traegerschaft;Finanzierung;Anzahl
16.11.2020;tg;2010;Primarstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;60
16.11.2020;tg;2010;Primarstufe;Heim- und Sonderschule;F;CH;oef;oef;13
16.11.2020;tg;2010;Primarstufe;Volksschule;M;Ausländer;oef;oef;1787
16.11.2020;tg;2010;Primarstufe;Volksschule;M;CH;priv;priv;73
16.11.2020;tg;2010;Primarstufe;Volksschule;M;Ausländer;priv;priv;63
16.11.2020;tg;2010;Primarstufe;Volksschule;M;CH;oef;oef;6362
16.11.2020;tg;2010;Primarstufe;Volksschule;F;CH;priv;priv;86
16.11.2020;tg;2010;Primarstufe;Heim- und Sonderschule;F;CH;priv;oef;71
16.11.2020;tg;2010;Primarstufe;Heim- und Sonderschule;M;CH;priv;oef;151
16.11.2020;tg;2010;Primarstufe;Heim- und Sonderschule;M;CH;oef;oef;32
16.11.2020;tg;2010;Primarstufe;Volksschule;F;CH;oef;oef;5918
16.11.2020;tg;2010;Primarstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;16
16.11.2020;tg;2010;Sekundarstufe I;Volksschule;F;CH;priv;priv;124
16.11.2020;tg;2010;Sekundarstufe I;Mittelschule;M;Ausländer;oef;oef;18
16.11.2020;tg;2010;Sekundarstufe I;Volksschule;F;CH;oef;oef;3263
16.11.2020;tg;2010;Sekundarstufe I;Volksschule;M;CH;priv;priv;171
16.11.2020;tg;2010;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;oef;oef;4
16.11.2020;tg;2010;Sekundarstufe I;Heim- und Sonderschule;M;CH;priv;oef;81
16.11.2020;tg;2010;Sekundarstufe I;Volksschule;M;CH;oef;oef;3505
16.11.2020;tg;2010;Sekundarstufe I;Volksschule;F;Ausländer;priv;priv;26
16.11.2020;tg;2010;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;priv;oef;10
16.11.2020;tg;2010;Sekundarstufe I;Heim- und Sonderschule;F;CH;oef;oef;14
16.11.2020;tg;2010;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;priv;oef;20
16.11.2020;tg;2010;Sekundarstufe I;Volksschule;M;Ausländer;priv;priv;30
16.11.2020;tg;2010;Sekundarstufe I;Mittelschule;F;Ausländer;oef;oef;19
16.11.2020;tg;2010;Sekundarstufe I;Mittelschule;F;CH;oef;oef;131
16.11.2020;tg;2010;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;oef;oef;7
16.11.2020;tg;2010;Sekundarstufe I;Volksschule;M;Ausländer;oef;oef;846
16.11.2020;tg;2010;Sekundarstufe I;Volksschule;F;Ausländer;oef;oef;827
16.11.2020;tg;2010;Sekundarstufe I;Heim- und Sonderschule;M;CH;oef;oef;12
16.11.2020;tg;2010;Sekundarstufe I;Heim- und Sonderschule;F;CH;priv;oef;39
16.11.2020;tg;2010;Sekundarstufe I;Mittelschule;M;CH;oef;oef;139
16.11.2020;tg;2010;Sekundarstufe II;Mittelschule;F;Ausländer;priv;priv;11
16.11.2020;tg;2010;Sekundarstufe II;Brückenangebot;M;CH;oef;oef;87
16.11.2020;tg;2010;Sekundarstufe II;Brückenangebot;F;Ausländer;oef;oef;68
16.11.2020;tg;2010;Sekundarstufe II;Mittelschule;M;CH;oef;oef;676
16.11.2020;tg;2010;Sekundarstufe II;Heim- und Sonderschule;M;Ausländer;priv;oef;7
16.11.2020;tg;2010;Sekundarstufe II;Brückenangebot;F;CH;priv;priv;11
16.11.2020;tg;2010;Sekundarstufe II;Mittelschule;M;CH;priv;priv;33
16.11.2020;tg;2010;Sekundarstufe II;Mittelschule;F;Ausländer;oef;oef;102
16.11.2020;tg;2010;Sekundarstufe II;Mittelschule;F;CH;oef;oef;1187
16.11.2020;tg;2010;Sekundarstufe II;Mittelschule;M;Ausländer;priv;priv;12
16.11.2020;tg;2010;Sekundarstufe II;Berufsfachschule;F;CH;priv;priv;36
16.11.2020;tg;2010;Sekundarstufe II;Berufsfachschule;M;CH;oef;oef;3221
16.11.2020;tg;2010;Sekundarstufe II;Brückenangebot;M;Ausländer;priv;priv;2
16.11.2020;tg;2010;Sekundarstufe II;Brückenangebot;M;CH;priv;priv;13
16.11.2020;tg;2010;Sekundarstufe II;Brückenangebot;F;CH;oef;oef;180
16.11.2020;tg;2010;Sekundarstufe II;Heim- und Sonderschule;F;Ausländer;priv;oef;4
16.11.2020;tg;2010;Sekundarstufe II;Berufsfachschule;F;Ausländer;priv;priv;7
16.11.2020;tg;2010;Sekundarstufe II;Brückenangebot;M;Ausländer;oef;oef;44
16.11.2020;tg;2010;Sekundarstufe II;Heim- und Sonderschule;F;CH;priv;oef;7
16.11.2020;tg;2010;Sekundarstufe II;Heim- und Sonderschule;M;CH;priv;oef;13
16.11.2020;tg;2010;Sekundarstufe II;Berufsfachschule;M;Ausländer;oef;oef;412
16.11.2020;tg;2010;Sekundarstufe II;Brückenangebot;F;Ausländer;priv;priv;1
16.11.2020;tg;2010;Sekundarstufe II;Berufsfachschule;M;CH;priv;priv;61
16.11.2020;tg;2010;Sekundarstufe II;Berufsfachschule;M;Ausländer;priv;priv;15
16.11.2020;tg;2010;Sekundarstufe II;Mittelschule;F;CH;priv;priv;25
16.11.2020;tg;2010;Sekundarstufe II;Mittelschule;M;Ausländer;oef;oef;62
16.11.2020;tg;2010;Sekundarstufe II;Berufsfachschule;F;Ausländer;oef;oef;290
16.11.2020;tg;2010;Sekundarstufe II;Berufsfachschule;F;CH;oef;oef;1938
16.11.2020;tg;2010;Tertiärstufe;Höhere Berufsbildung;F;CH;oef;oef;268
16.11.2020;tg;2010;Tertiärstufe;Fachhochschule und pädagogische Hochschule;F;CH;oef;oef;319
16.11.2020;tg;2010;Tertiärstufe;Höhere Berufsbildung;M;CH;priv;oef;20
16.11.2020;tg;2010;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;priv;priv;3
16.11.2020;tg;2010;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;oef;oef;13
16.11.2020;tg;2010;Tertiärstufe;Fachhochschule und pädagogische Hochschule;M;Ausländer;oef;oef;46
16.11.2020;tg;2010;Tertiärstufe;Höhere Berufsbildung;F;CH;priv;priv;5
16.11.2020;tg;2010;Tertiärstufe;Fachhochschule und pädagogische Hochschule;M;CH;oef;oef;73
16.11.2020;tg;2010;Tertiärstufe;Höhere Berufsbildung;M;CH;priv;priv;3
16.11.2020;tg;2010;Tertiärstufe;Fachhochschule und pädagogische Hochschule;F;Ausländer;oef;oef;134
16.11.2020;tg;2010;Tertiärstufe;Höhere Berufsbildung;F;CH;priv;oef;19
16.11.2020;tg;2010;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;priv;priv;4
16.11.2020;tg;2010;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;oef;oef;26
16.11.2020;tg;2010;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;priv;oef;2
16.11.2020;tg;2010;Tertiärstufe;Höhere Berufsbildung;M;CH;oef;oef;127
16.11.2020;tg;2011;Kindergartenstufe;Heim- und Sonderschule;M;CH;oef;oef;7
16.11.2020;tg;2011;Kindergartenstufe;Volksschule;F;CH;oef;oef;1835
16.11.2020;tg;2011;Kindergartenstufe;Volksschule;F;Ausländer;priv;priv;8
16.11.2020;tg;2011;Kindergartenstufe;Volksschule;M;Ausländer;oef;oef;564
16.11.2020;tg;2011;Kindergartenstufe;Volksschule;M;Ausländer;priv;priv;11
16.11.2020;tg;2011;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;9
16.11.2020;tg;2011;Kindergartenstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;2
16.11.2020;tg;2011;Kindergartenstufe;Heim- und Sonderschule;F;CH;priv;oef;18
16.11.2020;tg;2011;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;1
16.11.2020;tg;2011;Kindergartenstufe;Volksschule;M;CH;priv;priv;13
16.11.2020;tg;2011;Kindergartenstufe;Volksschule;F;CH;priv;priv;7
16.11.2020;tg;2011;Kindergartenstufe;Volksschule;F;Ausländer;oef;oef;579
16.11.2020;tg;2011;Kindergartenstufe;Heim- und Sonderschule;M;CH;priv;oef;22
16.11.2020;tg;2011;Kindergartenstufe;Volksschule;M;CH;oef;oef;1887
16.11.2020;tg;2011;Primarstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;15
16.11.2020;tg;2011;Primarstufe;Heim- und Sonderschule;M;CH;oef;oef;36
16.11.2020;tg;2011;Primarstufe;Volksschule;F;Ausländer;oef;oef;1793
16.11.2020;tg;2011;Primarstufe;Volksschule;F;CH;oef;oef;5814
16.11.2020;tg;2011;Primarstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;19
16.11.2020;tg;2011;Primarstufe;Volksschule;F;Ausländer;priv;priv;43
16.11.2020;tg;2011;Primarstufe;Heim- und Sonderschule;F;CH;oef;oef;15
16.11.2020;tg;2011;Primarstufe;Heim- und Sonderschule;M;CH;priv;oef;161
16.11.2020;tg;2011;Primarstufe;Volksschule;F;CH;priv;priv;77
16.11.2020;tg;2011;Primarstufe;Heim- und Sonderschule;F;Ausländer;oef;oef;4
16.11.2020;tg;2011;Primarstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;56
16.11.2020;tg;2011;Primarstufe;Volksschule;M;CH;priv;priv;71
16.11.2020;tg;2011;Primarstufe;Heim- und Sonderschule;F;CH;priv;oef;73
16.11.2020;tg;2011;Primarstufe;Volksschule;M;Ausländer;priv;priv;51
16.11.2020;tg;2011;Primarstufe;Volksschule;M;CH;oef;oef;6250
16.11.2020;tg;2011;Primarstufe;Volksschule;M;Ausländer;oef;oef;1850
16.11.2020;tg;2011;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;priv;oef;22
16.11.2020;tg;2011;Sekundarstufe I;Volksschule;M;CH;oef;oef;3450
16.11.2020;tg;2011;Sekundarstufe I;Volksschule;M;Ausländer;oef;oef;846
16.11.2020;tg;2011;Sekundarstufe I;Heim- und Sonderschule;F;CH;priv;oef;34
16.11.2020;tg;2011;Sekundarstufe I;Volksschule;F;CH;oef;oef;3143
16.11.2020;tg;2011;Sekundarstufe I;Mittelschule;M;CH;oef;oef;111
16.11.2020;tg;2011;Sekundarstufe I;Volksschule;F;CH;priv;priv;99
16.11.2020;tg;2011;Sekundarstufe I;Heim- und Sonderschule;M;CH;oef;oef;12
16.11.2020;tg;2011;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;oef;oef;8
16.11.2020;tg;2011;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;priv;oef;10
16.11.2020;tg;2011;Sekundarstufe I;Mittelschule;M;Ausländer;oef;oef;7
16.11.2020;tg;2011;Sekundarstufe I;Heim- und Sonderschule;M;CH;priv;oef;73
16.11.2020;tg;2011;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;oef;oef;4
16.11.2020;tg;2011;Sekundarstufe I;Volksschule;M;CH;priv;priv;148
16.11.2020;tg;2011;Sekundarstufe I;Mittelschule;F;CH;oef;oef;152
16.11.2020;tg;2011;Sekundarstufe I;Mittelschule;F;Ausländer;oef;oef;13
16.11.2020;tg;2011;Sekundarstufe I;Volksschule;M;Ausländer;priv;priv;39
16.11.2020;tg;2011;Sekundarstufe I;Volksschule;F;Ausländer;oef;oef;842
16.11.2020;tg;2011;Sekundarstufe I;Volksschule;F;Ausländer;priv;priv;43
16.11.2020;tg;2011;Sekundarstufe I;Heim- und Sonderschule;F;CH;oef;oef;12
16.11.2020;tg;2011;Sekundarstufe II;Berufsfachschule;M;Ausländer;oef;oef;433
16.11.2020;tg;2011;Sekundarstufe II;Berufsfachschule;M;CH;oef;oef;3293
16.11.2020;tg;2011;Sekundarstufe II;Mittelschule;M;Ausländer;oef;oef;71
16.11.2020;tg;2011;Sekundarstufe II;Berufsfachschule;F;Ausländer;oef;oef;314
16.11.2020;tg;2011;Sekundarstufe II;Mittelschule;M;Ausländer;priv;priv;7
16.11.2020;tg;2011;Sekundarstufe II;Berufsfachschule;F;CH;oef;oef;1952
16.11.2020;tg;2011;Sekundarstufe II;Brückenangebot;F;CH;priv;priv;16
16.11.2020;tg;2011;Sekundarstufe II;Mittelschule;F;Ausländer;oef;oef;100
16.11.2020;tg;2011;Sekundarstufe II;Heim- und Sonderschule;M;CH;priv;oef;13
16.11.2020;tg;2011;Sekundarstufe II;Mittelschule;M;CH;oef;oef;703
16.11.2020;tg;2011;Sekundarstufe II;Berufsfachschule;F;CH;priv;priv;42
16.11.2020;tg;2011;Sekundarstufe II;Berufsfachschule;M;Ausländer;priv;priv;14
16.11.2020;tg;2011;Sekundarstufe II;Brückenangebot;M;Ausländer;priv;priv;1
16.11.2020;tg;2011;Sekundarstufe II;Mittelschule;M;CH;priv;priv;30
16.11.2020;tg;2011;Sekundarstufe II;Berufsfachschule;M;CH;priv;priv;60
16.11.2020;tg;2011;Sekundarstufe II;Mittelschule;F;Ausländer;priv;priv;9
16.11.2020;tg;2011;Sekundarstufe II;Brückenangebot;M;CH;oef;oef;75
16.11.2020;tg;2011;Sekundarstufe II;Heim- und Sonderschule;F;CH;priv;oef;9
16.11.2020;tg;2011;Sekundarstufe II;Berufsfachschule;F;Ausländer;priv;priv;7
16.11.2020;tg;2011;Sekundarstufe II;Brückenangebot;M;CH;priv;priv;17
16.11.2020;tg;2011;Sekundarstufe II;Brückenangebot;M;Ausländer;oef;oef;44
16.11.2020;tg;2011;Sekundarstufe II;Heim- und Sonderschule;F;Ausländer;priv;oef;5
16.11.2020;tg;2011;Sekundarstufe II;Mittelschule;F;CH;priv;priv;12
16.11.2020;tg;2011;Sekundarstufe II;Heim- und Sonderschule;M;Ausländer;priv;oef;3
16.11.2020;tg;2011;Sekundarstufe II;Brückenangebot;F;Ausländer;oef;oef;80
16.11.2020;tg;2011;Sekundarstufe II;Brückenangebot;F;CH;oef;oef;182
16.11.2020;tg;2011;Sekundarstufe II;Brückenangebot;F;Ausländer;priv;priv;2
16.11.2020;tg;2011;Sekundarstufe II;Mittelschule;F;CH;oef;oef;1156
16.11.2020;tg;2011;Tertiärstufe;Höhere Berufsbildung;M;CH;priv;priv;6
16.11.2020;tg;2011;Tertiärstufe;Fachhochschule und pädagogische Hochschule;M;CH;oef;oef;78
16.11.2020;tg;2011;Tertiärstufe;Fachhochschule und pädagogische Hochschule;F;Ausländer;oef;oef;163
16.11.2020;tg;2011;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;priv;priv;3
16.11.2020;tg;2011;Tertiärstufe;Höhere Berufsbildung;F;CH;priv;oef;9
16.11.2020;tg;2011;Tertiärstufe;Fachhochschule und pädagogische Hochschule;M;Ausländer;oef;oef;49
16.11.2020;tg;2011;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;priv;priv;3
16.11.2020;tg;2011;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;priv;oef;1
16.11.2020;tg;2011;Tertiärstufe;Höhere Berufsbildung;F;CH;priv;priv;2
16.11.2020;tg;2011;Tertiärstufe;Höhere Berufsbildung;M;CH;priv;oef;10
16.11.2020;tg;2011;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;oef;oef;26
16.11.2020;tg;2011;Tertiärstufe;Höhere Berufsbildung;M;CH;oef;oef;157
16.11.2020;tg;2011;Tertiärstufe;Höhere Berufsbildung;F;CH;oef;oef;265
16.11.2020;tg;2011;Tertiärstufe;Fachhochschule und pädagogische Hochschule;F;CH;oef;oef;341
16.11.2020;tg;2011;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;oef;oef;23
16.11.2020;tg;2012;Kindergartenstufe;Volksschule;F;Ausländer;priv;priv;6
16.11.2020;tg;2012;Kindergartenstufe;Heim- und Sonderschule;M;CH;oef;oef;5
16.11.2020;tg;2012;Kindergartenstufe;Heim- und Sonderschule;M;CH;priv;oef;28
16.11.2020;tg;2012;Kindergartenstufe;Volksschule;M;CH;oef;oef;1927
16.11.2020;tg;2012;Kindergartenstufe;Volksschule;M;Ausländer;priv;priv;5
16.11.2020;tg;2012;Kindergartenstufe;Volksschule;M;CH;priv;priv;17
16.11.2020;tg;2012;Kindergartenstufe;Heim- und Sonderschule;F;CH;priv;oef;15
16.11.2020;tg;2012;Kindergartenstufe;Volksschule;F;CH;oef;oef;1838
16.11.2020;tg;2012;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;6
16.11.2020;tg;2012;Kindergartenstufe;Volksschule;F;Ausländer;oef;oef;569
16.11.2020;tg;2012;Kindergartenstufe;Volksschule;M;Ausländer;oef;oef;604
16.11.2020;tg;2012;Kindergartenstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;2
16.11.2020;tg;2012;Kindergartenstufe;Volksschule;F;CH;priv;priv;9
16.11.2020;tg;2012;Primarstufe;Volksschule;F;CH;priv;priv;73
16.11.2020;tg;2012;Primarstufe;Heim- und Sonderschule;M;CH;oef;oef;34
16.11.2020;tg;2012;Primarstufe;Volksschule;M;Ausländer;oef;oef;1877
16.11.2020;tg;2012;Primarstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;15
16.11.2020;tg;2012;Primarstufe;Heim- und Sonderschule;M;CH;priv;oef;160
16.11.2020;tg;2012;Primarstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;21
16.11.2020;tg;2012;Primarstufe;Heim- und Sonderschule;F;Ausländer;oef;oef;3
16.11.2020;tg;2012;Primarstufe;Volksschule;M;CH;priv;priv;85
16.11.2020;tg;2012;Primarstufe;Volksschule;M;CH;oef;oef;6097
16.11.2020;tg;2012;Primarstufe;Heim- und Sonderschule;F;CH;priv;oef;69
16.11.2020;tg;2012;Primarstufe;Volksschule;F;CH;oef;oef;5782
16.11.2020;tg;2012;Primarstufe;Volksschule;F;Ausländer;priv;priv;40
16.11.2020;tg;2012;Primarstufe;Volksschule;F;Ausländer;oef;oef;1846
16.11.2020;tg;2012;Primarstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;64
16.11.2020;tg;2012;Primarstufe;Volksschule;M;Ausländer;priv;priv;48
16.11.2020;tg;2012;Primarstufe;Heim- und Sonderschule;F;CH;oef;oef;14
16.11.2020;tg;2012;Sekundarstufe I;Heim- und Sonderschule;M;CH;priv;oef;78
16.11.2020;tg;2012;Sekundarstufe I;Volksschule;F;CH;priv;priv;98
16.11.2020;tg;2012;Sekundarstufe I;Volksschule;M;CH;priv;priv;153
16.11.2020;tg;2012;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;oef;oef;2
16.11.2020;tg;2012;Sekundarstufe I;Mittelschule;F;Ausländer;oef;oef;15
16.11.2020;tg;2012;Sekundarstufe I;Mittelschule;M;Ausländer;oef;oef;8
16.11.2020;tg;2012;Sekundarstufe I;Volksschule;M;Ausländer;oef;oef;877
16.11.2020;tg;2012;Sekundarstufe I;Mittelschule;F;CH;oef;oef;131
16.11.2020;tg;2012;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;oef;oef;8
16.11.2020;tg;2012;Sekundarstufe I;Heim- und Sonderschule;F;CH;priv;oef;37
16.11.2020;tg;2012;Sekundarstufe I;Volksschule;F;Ausländer;oef;oef;926
16.11.2020;tg;2012;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;priv;oef;10
16.11.2020;tg;2012;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;priv;oef;26
16.11.2020;tg;2012;Sekundarstufe I;Volksschule;F;Ausländer;priv;priv;38
16.11.2020;tg;2012;Sekundarstufe I;Heim- und Sonderschule;M;CH;oef;oef;11
16.11.2020;tg;2012;Sekundarstufe I;Volksschule;M;CH;oef;oef;3343
16.11.2020;tg;2012;Sekundarstufe I;Volksschule;F;CH;oef;oef;3066
16.11.2020;tg;2012;Sekundarstufe I;Volksschule;M;Ausländer;priv;priv;41
16.11.2020;tg;2012;Sekundarstufe I;Heim- und Sonderschule;F;CH;oef;oef;10
16.11.2020;tg;2012;Sekundarstufe I;Mittelschule;M;CH;oef;oef;124
16.11.2020;tg;2012;Sekundarstufe II;Mittelschule;F;Ausländer;oef;oef;102
16.11.2020;tg;2012;Sekundarstufe II;Brückenangebot;F;Ausländer;oef;oef;66
16.11.2020;tg;2012;Sekundarstufe II;Brückenangebot;F;CH;priv;priv;15
16.11.2020;tg;2012;Sekundarstufe II;Brückenangebot;M;Ausländer;priv;priv;1
16.11.2020;tg;2012;Sekundarstufe II;Berufsfachschule;F;Ausländer;priv;priv;6
16.11.2020;tg;2012;Sekundarstufe II;Berufsfachschule;M;Ausländer;priv;priv;19
16.11.2020;tg;2012;Sekundarstufe II;Berufsfachschule;M;Ausländer;oef;oef;472
16.11.2020;tg;2012;Sekundarstufe II;Heim- und Sonderschule;M;Ausländer;priv;oef;5
16.11.2020;tg;2012;Sekundarstufe II;Heim- und Sonderschule;M;CH;priv;oef;14
16.11.2020;tg;2012;Sekundarstufe II;Heim- und Sonderschule;F;Ausländer;priv;oef;4
16.11.2020;tg;2012;Sekundarstufe II;Mittelschule;F;CH;priv;priv;15
16.11.2020;tg;2012;Sekundarstufe II;Mittelschule;F;CH;oef;oef;1128
16.11.2020;tg;2012;Sekundarstufe II;Brückenangebot;M;CH;priv;priv;19
16.11.2020;tg;2012;Sekundarstufe II;Mittelschule;M;Ausländer;oef;oef;61
16.11.2020;tg;2012;Sekundarstufe II;Berufsfachschule;F;CH;priv;priv;44
16.11.2020;tg;2012;Sekundarstufe II;Mittelschule;M;CH;oef;oef;677
16.11.2020;tg;2012;Sekundarstufe II;Berufsfachschule;F;Ausländer;oef;oef;348
16.11.2020;tg;2012;Sekundarstufe II;Berufsfachschule;F;CH;oef;oef;1904
16.11.2020;tg;2012;Sekundarstufe II;Brückenangebot;F;CH;oef;oef;161
16.11.2020;tg;2012;Sekundarstufe II;Heim- und Sonderschule;F;CH;priv;oef;9
16.11.2020;tg;2012;Sekundarstufe II;Berufsfachschule;M;CH;priv;priv;74
16.11.2020;tg;2012;Sekundarstufe II;Mittelschule;F;Ausländer;priv;priv;8
16.11.2020;tg;2012;Sekundarstufe II;Mittelschule;M;Ausländer;priv;priv;7
16.11.2020;tg;2012;Sekundarstufe II;Berufsfachschule;M;CH;oef;oef;3307
16.11.2020;tg;2012;Sekundarstufe II;Brückenangebot;M;Ausländer;oef;oef;46
16.11.2020;tg;2012;Sekundarstufe II;Mittelschule;M;CH;priv;priv;32
16.11.2020;tg;2012;Sekundarstufe II;Brückenangebot;M;CH;oef;oef;72
16.11.2020;tg;2012;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;oef;oef;21
16.11.2020;tg;2012;Tertiärstufe;Fachhochschule und pädagogische Hochschule;M;CH;oef;oef;101
16.11.2020;tg;2012;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;priv;oef;1
16.11.2020;tg;2012;Tertiärstufe;Höhere Berufsbildung;F;CH;oef;oef;274
16.11.2020;tg;2012;Tertiärstufe;Fachhochschule und pädagogische Hochschule;M;Ausländer;oef;oef;51
16.11.2020;tg;2012;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;priv;oef;3
16.11.2020;tg;2012;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;priv;priv;2
16.11.2020;tg;2012;Tertiärstufe;Fachhochschule und pädagogische Hochschule;F;Ausländer;oef;oef;149
16.11.2020;tg;2012;Tertiärstufe;Höhere Berufsbildung;M;CH;oef;oef;146
16.11.2020;tg;2012;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;oef;oef;23
16.11.2020;tg;2012;Tertiärstufe;Höhere Berufsbildung;F;CH;priv;priv;4
16.11.2020;tg;2012;Tertiärstufe;Fachhochschule und pädagogische Hochschule;F;CH;oef;oef;357
16.11.2020;tg;2012;Tertiärstufe;Höhere Berufsbildung;F;CH;priv;oef;6
16.11.2020;tg;2012;Tertiärstufe;Höhere Berufsbildung;M;CH;priv;oef;16
16.11.2020;tg;2012;Tertiärstufe;Höhere Berufsbildung;M;CH;priv;priv;3
16.11.2020;tg;2013;Kindergartenstufe;Heim- und Sonderschule;F;CH;oef;oef;2
16.11.2020;tg;2013;Kindergartenstufe;Volksschule;M;CH;oef;oef;2039
16.11.2020;tg;2013;Kindergartenstufe;Volksschule;M;Ausländer;oef;oef;648
16.11.2020;tg;2013;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;4
16.11.2020;tg;2013;Kindergartenstufe;Volksschule;F;Ausländer;oef;oef;575
16.11.2020;tg;2013;Kindergartenstufe;Heim- und Sonderschule;M;CH;oef;oef;8
16.11.2020;tg;2013;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;6
16.11.2020;tg;2013;Kindergartenstufe;Heim- und Sonderschule;M;CH;priv;oef;30
16.11.2020;tg;2013;Kindergartenstufe;Heim- und Sonderschule;F;Ausländer;oef;oef;1
16.11.2020;tg;2013;Kindergartenstufe;Volksschule;F;Ausländer;priv;priv;12
16.11.2020;tg;2013;Kindergartenstufe;Volksschule;F;CH;priv;priv;16
16.11.2020;tg;2013;Kindergartenstufe;Heim- und Sonderschule;F;CH;priv;oef;12
16.11.2020;tg;2013;Kindergartenstufe;Volksschule;F;CH;oef;oef;1912
16.11.2020;tg;2013;Kindergartenstufe;Volksschule;M;Ausländer;priv;priv;9
16.11.2020;tg;2013;Kindergartenstufe;Volksschule;M;CH;priv;priv;19
16.11.2020;tg;2013;Kindergartenstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;3
16.11.2020;tg;2013;Primarstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;18
16.11.2020;tg;2013;Primarstufe;Volksschule;M;Ausländer;oef;oef;1900
16.11.2020;tg;2013;Primarstufe;Volksschule;F;CH;priv;priv;62
16.11.2020;tg;2013;Primarstufe;Heim- und Sonderschule;M;CH;priv;oef;144
16.11.2020;tg;2013;Primarstufe;Volksschule;M;CH;priv;priv;79
16.11.2020;tg;2013;Primarstufe;Volksschule;F;CH;oef;oef;5713
16.11.2020;tg;2013;Primarstufe;Heim- und Sonderschule;F;CH;oef;oef;9
16.11.2020;tg;2013;Primarstufe;Volksschule;M;CH;oef;oef;5955
16.11.2020;tg;2013;Primarstufe;Heim- und Sonderschule;F;CH;priv;oef;63
16.11.2020;tg;2013;Primarstufe;Volksschule;F;Ausländer;priv;priv;35
16.11.2020;tg;2013;Primarstufe;Heim- und Sonderschule;M;CH;oef;oef;29
16.11.2020;tg;2013;Primarstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;59
16.11.2020;tg;2013;Primarstufe;Volksschule;M;Ausländer;priv;priv;40
16.11.2020;tg;2013;Primarstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;11
16.11.2020;tg;2013;Primarstufe;Heim- und Sonderschule;F;Ausländer;oef;oef;2
16.11.2020;tg;2013;Primarstufe;Volksschule;F;Ausländer;oef;oef;1865
16.11.2020;tg;2013;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;oef;oef;8
16.11.2020;tg;2013;Sekundarstufe I;Heim- und Sonderschule;M;CH;priv;oef;75
16.11.2020;tg;2013;Sekundarstufe I;Volksschule;M;CH;priv;priv;131
16.11.2020;tg;2013;Sekundarstufe I;Volksschule;M;Ausländer;oef;oef;925
16.11.2020;tg;2013;Sekundarstufe I;Volksschule;F;CH;oef;oef;2991
16.11.2020;tg;2013;Sekundarstufe I;Heim- und Sonderschule;M;CH;oef;oef;12
16.11.2020;tg;2013;Sekundarstufe I;Mittelschule;M;Ausländer;oef;oef;7
16.11.2020;tg;2013;Sekundarstufe I;Mittelschule;M;CH;oef;oef;126
16.11.2020;tg;2013;Sekundarstufe I;Volksschule;F;CH;priv;priv;101
16.11.2020;tg;2013;Sekundarstufe I;Heim- und Sonderschule;F;CH;priv;oef;37
